"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"3570","1912-12-31","Belletristik","Sorge, Reinhard Johannes: Der Bettler. In: Bertram, Matthias (Hg.), Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1912], S. 152081","Auf Wiedersehen , suche mich bald","zu","Hause auf ; jedenfalls zürnen wir nicht ."
"3571","1912-12-31","Belletristik","Sorge, Reinhard Johannes: Der Bettler. In: Bertram, Matthias (Hg.), Deutsche Literatur von Lessing bis Kafka, Berlin: Directmedia Publ. 2000 [1912], S. 152096","Und dann machte ich den Plan fertig , aber da war ich noch nicht wieder","zu","Hause . -"
"3572","1912-12-31","Belletristik","Bonsels, Waldemar: Die Biene Maja und ihre Abenteuer, Berlin: Schuster & Loeffler 1922 [1912], S. 158",""" Ich bin","zu","Hause "" , stammelte sie mit blassen Lippen ."
"3573","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 95","Und außerdem berücksichtigte er , daß er sich unter dem Vorwand , die Güter zu inspizieren , leichter und öfter unbemerkt von","zu","Hause entfernen konnte , um dann mit Elisa zusammen zu sein ."
"3574","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 124","Wie zerschlagen kam Alexander wieder","zu","Hause an ."
"3575","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 131","Die Diener wußten nicht , daß er in der Nacht nicht","zu","Hause gewesen war ."
"3576","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 149","» Aber Kind « , fuhr Tante Johanna vorwurfsvoll auf , » du bist doch keine Fremde für uns und sollst dich bei uns","zu","Hause fühlen ! «"
"3577","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 168","» Ja , er wollte gleich auf Antwort warten , aber ich habe ihm gesagt , daß Sie nicht","zu","Hause sind , und er soll man in 'ner Stunde wiederkommen ."
"3578","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 186","Ich war jedoch nicht","zu","Hause ."
"3579","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 246","Am Tage werde ich hier in Paris kaum viel bedürfen , aber die Abende werden wir meist allein","zu","Hause sein , da meine Tochter stark in Anspruch genommen ist und ich mich gar nicht mehr am geselligen Treiben beteilige ."
"3580","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 250","Am Nachmittag dieses Tages war Maria Petrowna zur Teestunde allein","zu","Hause ."
"3581","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 250","Maria Petrowna pflegte alle Besuche abweisen zu lassen , wenn ihre Angehörigen nicht","zu","Hause waren ."
"3582","1912-12-31","Belletristik","Courths-Mahler, Hedwig: Ich lasse dich nicht, Augsburg: Weltbild Verl. 1992 [1912], S. 265","Ich gehe nicht von Ihrer Seite , bis Sie","zu","Hause sind . «"
"3583","1912-12-31","Gebrauchsliteratur","Abelsdorff, Walter: Kinderarbeit (gewerbliche). In: Grotjahn, Alfred u. Kaup, J. (Hgg.) Handwörterbuch der sozialen Hygiene, Leipzig: Vogel 1912, S. 599","Zu Harlingen werden Kinder unter dem Vorwande , krank zu sein , von der Schule","zu","Hause behalten , um Erbsen zu verlesen ."
"3584","1912-12-31","Gebrauchsliteratur","Grotjahn, Alfred: Alkoholismus. In: ders. u. J. Kaup (Hgg.), Handwörterbuch der sozialen Hygiene, Leipzig: Vogel 1912, S. 11","Dadurch , daß der Arbeiter aus diesen und ähnlichen Gründen in die Schenke getrieben wird , gerät er , der schon aus den oben erwähnten Gründen während der Arbeit und in den Arbeitspausen gewohnheitsmäßig alkoholische Getränke zu sich nimmt , auch noch in den Bann des Trinkens bei geselligen Zusammenkünften , auf welchem Gebiete er im allgemeinen weniger als der Angehörige der bemittelten Stände","zu","Hause ist ."
"3585","1912-12-31","Gebrauchsliteratur","Grotjahn, Alfred: Entartung. In: ders. u. J. Kaup (Hgg.), Handwörterbuch der sozialen Hygiene, Leipzig: Vogel 1912, S. 266","Das Studium der Entartungserscheinungen beginnt durchaus auf dem Boden der kasuistischen Medizin und endet in jenen Regionen , in denen die Soziologen","zu","Hause sind ."
"3586","1912-12-31","Gebrauchsliteratur","Kluge: Idiotenwesen. In: Grotjahn, Alfred u. Kaup, J. (Hgg.) Handwörterbuch der sozialen Hygiene, Leipzig: Vogel 1912, S. 490","Was einer solchen bis zu einen gewissen Grade hinderlich im Wege steht , ist der Umstand , daß nur in einigen wenigen Bundesstaaten , wie Sachsen , Bayern , Braunschweig , Baden und einigen kleinen mitteldeutschen Herzogtümern , eine gesetzliche Bestimmung darüber besteht , daß alle schwachsinnigen und blödsinnigen Kinder , welche","zu","Hause eine genügende schulmäßige Ausbildung und eine ihrem Geisteszustande entsprechende Förderung und Erziehung nicht erlangen können , in öffentlichen Anstalten unterzubringen seien ."
"3587","1912-12-31","Gebrauchsliteratur","Stelzner, Helene Friederike: Fürsorge- und Zwangserziehung. In: Grotjahn, Alfred u. Kaup, J. (Hgg.) Handwörterbuch der sozialen Hygiene, Leipzig: Vogel 1912, S. 372","Die in der Schule aufgenommenen Morallehren stehen zu dem Treiben","zu","Hause in so striktem Gegensatze , daß die jungen Gemüter hier keine Brücke finden , um so weniger , als die häuslichen Anschauungen durch die eindrucksvolle Wirklichkeit , daß gestohlenes Gut auch satt macht , unterstützt wird ."
"3588","1912-12-31","Gebrauchsliteratur","Penndorf, Balduin: Die Berufsausbildung und Weiterbildung des Kaufmanns, Stuttgart: Violet [1912], S. 8","In allen Wissenschaften soll er","zu","Hause sein , nicht , daß er jede gründlich erfassen könnte , das ist nicht möglich , aber er soll ihre Grundlagen kennen , damit er sie würdigen kann ."
"3589","1912-12-31","Gebrauchsliteratur","Penndorf, Balduin: Die Berufsausbildung und Weiterbildung des Kaufmanns, Stuttgart: Violet [1912], S. 270","Der Präsident des Komitees bemerkt dazu , daß ihm eine große Anzahl von Ausstellern mitgeteilt habe , daß sie","zu","Hause durch die Ausstellung noch größere Abschlüsse gemacht hätten ."
"3590","1912-12-31","Gebrauchsliteratur","Penndorf, Balduin: Die Berufsausbildung und Weiterbildung des Kaufmanns, Stuttgart: Violet [1912], S. 317","Daher hat das viele Alleinarbeiten","zu","Hause wenig Zweck , man muß hineingehen in das frische Leben , sich an Ausflügen , Festen und anderen Vergnügungen beteiligen , denn das erhält die Lernlust immer frisch , fördert die Sprechfertigkeit und bereichert die Kenntnis über Land und Leute ."
"3591","1912-12-31","Wissenschaft","Schumpeter, Joseph: Theorie der wirtschaftlichen Entwicklung, Berlin: Duncker u. Humblot 1997 [1912], S. 31","Wer in den Gedankengängen der Werttheorie nicht völlig","zu","Hause ist , dem werden diese kurzen Sätze nicht ganz das sagen , was sie sollen ."
"3592","1912-12-31","Wissenschaft","Troeltsch, Ernst: Die Soziallehren der christlichen Kirchen und Gruppen, Tübingen: Mohr 1912, S. 27","Die Bedürftigkeit einerseits und die Abwesenheit der stets relativierenden Reflexionskultur andrerseits sind nur hier","zu","Hause ."
"3593","1912-12-31","Wissenschaft","Troeltsch, Ernst: Die Soziallehren der christlichen Kirchen und Gruppen, Tübingen: Mohr 1912, S. 345","Ueber diese christliche Bedeutung der Stadt , die erst eine wirkliche christliche Laienkultur von selbständiger Regsamkeit bringt s. Uhlhorn , Liebestätigkeit II 174 , 201 , 210 ; namentlich der Berufsbegriff gegenüber den bisherigen Geburtsständen ist in der Stadt","zu","Hause S. 325 f. , ebenso die Idee der gegenseitigen Ergänzung S. 404 , Anfänge einer bewußten Sozialpolitik 450 ."
"3594","1912-12-31","Wissenschaft","Troeltsch, Ernst: Die Soziallehren der christlichen Kirchen und Gruppen, Tübingen: Mohr 1912, S. 370","Es sind zugleich die Kreise , in denen mit dem heißen Wunsch einer Besserung ihrer Lage die ganze Unkenntnis der verwickelten Lebensbedingungen","zu","Hause ist und daher eine gläubige Ideologie leicht auf eine Umgestaltung der Welt nach rein moralischen Liebesprinzipien hoffen kann ."
"3595","1912-12-31","Wissenschaft","Troeltsch, Ernst: Die Soziallehren der christlichen Kirchen und Gruppen, Tübingen: Mohr 1912, S. 390","Volpe hebt mehrfach hervor , daß sie besonders in den Kreisen der Weber und der Wollindustrie sich ausbreitete , d. h. in den Kreisen der umfassendsten und am meisten zur Hausindustrie gewordenen handwerklichen Produktion , in der soziale Reformideen am meisten oder allein","zu","Hause sind , vgl. auch Kautsky , Gesch. d. Sozialismus , S. 103 ."
"3596","1912-12-31","Belletristik","Tucholsky, Kurt: Rheinsberg. In: Werke und Briefe, Berlin: Directmedia Publ. 2000 [1912], S. 419","» Jetzt weiß ich nicht , sollte ich den Kofferschlüssel","zu","Hause vergessen haben . . . ? «"
"3597","1912-12-31","Gebrauchsliteratur","Weidenmüller, Hans: Erfolgreiche Kundenwerbung, Werdau: Meister 1912, S. 14","Schmücke dein Heim ! Bade","zu","Hause ! und ähnliche Sätze haben sich fast schon einen Platz in unserem Sprichwörterschatze erobert ."
"3598","1912-12-31","Gebrauchsliteratur","Weidenmüller, Hans: Erfolgreiche Kundenwerbung, Werdau: Meister 1912, S. 148",""" Damit habe ich mich auch schon beschäftigt ,","zu","Hause habe ich meine Anzeigensammlung , meine Proben guter Schriften , "" - solche Leute sind selten ."
"3599","1912-03-09","Zeitung","Tucholsky, Kurt: Kriegshetzer. In: Kurt Tucholsky, Werke - Briefe - Materialien, Berlin: Directmedia Publ. 2000 [1912]","Es ist verständlich , daß jemand , der seine Rolle","zu","Hause ausgespielt hat , ungeduldig von einem Bein auf das andere trippelt , um herauszukommen ."
"3600","1912-03-05","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 05.03.1912","Die bedingenden Grundlagen der wahren Geistesbildung aber sind einerseits ein gesunder , frischer und leistungsfähiger Körper , in dem Mut und Feuer","zu","Hause sind , und andererseits eine Anzahl von Fertigkeiten und Kenntnissen , wie Sprachen , die Technik des Rechnens u.a. m. Hierzu kämen gewisse moralische Qualitäten , außer Offenheit und Entschlossenheit die Fähigkeit , sich einer Gemeinschaft anzupassen und das ganze Heer negativer und positiver Verpflichtungen , Aufgaben und Selbstbeschränkungen auf sich zu nehmen , die erforderlich sind , wenn aus einer Vielheit eine Einheit werden soll , die statt Kräfteverlust vielmehr eine Kräftesteigerung bringt ."
"3601","1912-03-03","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 03.03.1912","Anstatt sie","zu","Hause zu lassen oder zu Pflichtbesuchen mitzunehmen , schicken sie sie in die Universität , wo sie angenehme , gesunde Tage verbringen , die Geist und Seele des jungen Geschöpfs bilden und entwickeln ."
"3602","1912-03-02","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 02.03.1912","Nach Art der Klingelfahrer überzeugt sie sich , daß in irgendeiner Wohnung niemand","zu","Hause ist ."
"3603","1912-03-02","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 02.03.1912","Dann spricht sie bei Nachbarn oder im selben Hause wohnenden Geschäftsleuten vor und erzählt diesen , daß sie eine Bluse , ein Kleid oder Federn usw. abgeben solle , aber die Wohnungsinhaber nicht","zu","Hause angetroffen habe ."
"3604","1912-03-02","Zeitung","Vossische Zeitung (Morgen-Ausgabe), 02.03.1912","Viel ausgehen liebte er nicht und war kein Allerweltsfreund , sondern saß am liebsten bei seiner Frau","zu","Hause ; aber er mochte es um sich gern schön und prunkend haben ."
"3605","1912-03-01","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 01.03.1912","Wo früher aus dem Westen die nach der höheren Bildung verlangenden Jünglinge nach dem Osten wallfahrteten , nach dem ehrwürdigen Harward oder dem etwas weniger rein akademisch gesinnten Yale , bleiben sie jetzt","zu","Hause , wo von Jahr zu Jahr der Staat den aus den sekundären Schulen absolvierten Schülern und Schülerinnen auf der Staatsuniversität vorzügliche Bildung bietet und eine reinere demokratische Gesinnung , als sie in den Hauptzentren des Konservatismus , im Osten , möglich ist ."
"3606","1912-03-01","Zeitung","Berliner Tageblatt (Morgen-Ausgabe), 01.03.1912","So beginnt allmählich und sicher die Jugendlesehalle ihr Werk , die Herzen der Kinder sich zu erobern , und wer wollte noch an der Notwendigkeit zweifeln , solche freien Jugendbildungsstätten in Groß-Berlin zu gründen , wenn er sieht , mit welchem Entzücken die Kleinen selbst hier in einer für sie unverständlichen Zauberwelt mitten im Ausstellungstrubel plötzlich innehalten in dem wohligen Gefühl : hier bei den schönen Geschichten versteht man uns , hier sind wir","zu","Hause ."
"3607","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25037","Er schleppte einen bauchigen , fünf oder sechs Maß haltenden Krug Bier mit heim nach Hegnenbach , um","zu","Hause des Seelentrostes nicht zu entbehren ."
"3608","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25073","Bei uns","zu","Hause atmete unter der Polizeilarve doch immer wieder eine fühlende Brust ."
"3609","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25100","Er war in den Literaturen aller Völker und Zeiten so erstaunlich beschlagen , kannte so viele hundert Bücher , von denen ich noch nie gehört hatte , und in allem , was 'Wortkunst der Menschheit' hieß , war er so ganz und tief","zu","Hause , daß ich gar nicht zu fassen vermochte , wie er bis zu seinen 25 Jahren diese Fülle der Belesenheit hatte erzwingen können ."
"3610","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25102","Ich blieb","zu","Hause und arbeitete , Siegfried ging in meinem Havelock spazieren , um die für mich nötigen Bücher aus der Staatsbibliothek oder Zigarettentabak zu holen ."
"3611","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25107","Mir wurde die Sache ein bißchen unheimlich , denn ich wußte diesmal genau , daß er von","zu","Hause weder Paket noch Brief bekommen hatte ."
"3612","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25255","Jetzt brauchte ich nimmer auszugehen , konnte","zu","Hause bleiben ."
"3613","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25264","» Sie sollen's so jut haben bei mich , det Sie jlooben , Sie wären bei Muttern","zu","Hause . «"
"3614","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25274","Vielleicht hatte ich das Portemonnaie","zu","Hause liegen lassen ?"
"3615","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25278","Erstens würde ich jetzt sehr viel","zu","Hause bleiben - mit Ausnahme der Kollegstunden fast immer ."
"3616","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25299","Die Kleine , als sie meine Bude betrat , guckte so flink herum wie ein Vögelchen , das bei Sturmwetter in ein falsches Nest geriet und sich dennoch gleich wie","zuhause","fühlt ."
"3617","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25560","Kathinka war am Abend der Premiere daheimgeblieben , weil ihre zwei kleinen Neffen Halsentzündung hatten - wurde bei ihr","zu","Hause jemand krank , dann war sie die Pflegeschwester und das Sorgenmütterl ."
"3618","1911-12-31","Gebrauchsliteratur","Ganghofer, Ludwig: Lebenslauf eines Optimisten. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 25601","Wegen einer Zahngeschichte mußte sie","zu","Hause bleiben ."
"3619","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54901","Tatsächlich habe ich","zu","Hause auch nie ein Zehn- oder Zwanzigmarkstück gesehen , an einen Hundertmarkschein natürlich gar nicht zu denken ."
"3620","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54902","Mein Vater aber freute sich","zu","Hause königlich darüber , daß der Lehrer von dem peinlichen Verdacht abgekommen war , als könne es uns schlecht gehen !"
"3621","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54908","Leider aber blieb das für mich ein frommer Wunsch , der , solange ich","zu","Hause war , nie in Erfüllung ging ."
"3622","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54921","Schon der allgemeine Umgangston war hier ein doch ganz anderer als","zu","Hause , wenigstens abgesehen von dem » Quartimmel « ."
"3623","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54935","Was war das für ein Unterschied gegen die dünnen und spärlichen Brotscheibchen , die ich","zu","Hause erhielt !"
"3624","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54936","War dann der Tag auf dem Felde zu Ende , so wiederholte sich des Abends","zu","Hause dieselbe Arbeit wie am Morgen ."
"3625","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54940","Somit hatten die Leute » nur « für ihren täglichen Brotbedarf zu sorgen ; warmes Abendbrot konnten sie sich","zu","Hause kochen ."
"3626","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54944","Genau so wie ich und meine Mutter , hatten sich natürlich alle mit ihren schlechtesten Kleidungsstücken ausstaffiert , die sie","zu","Hause aufzustöbern vermochten ."
"3627","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 54994","So wie bei uns","zu","Hause die ganzen Westprovinzen unter den Begriff » Sachsen « fallen , so werden hier wohl alle Sachsengänger kurzweg als Polacken bezeichnet werden ."
"3628","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55032","Strahlend vor Freude zeigte ich Mutter Voß meinen Schatz , die vorläufig noch","zu","Hause geblieben war , und stolz wie ein König präsentierte ich mich ihr in dem neuen Zeug ."
"3629","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55034","Ebenso gerne wäre auch ich dort geblieben , denn bei diesen Bauersleuten hatte ich mich fast wohler gefühlt wie","zu","Hause ; brauchte ich doch bei ihnen nicht so knapp zu beißen , wie daheim !"
"3630","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55090","» Was sollen wir machen ; wenn wir bei uns","zu","Hause 'n bißchen mehr verdienten , dann würden wir nicht in die Fremde gehen . «"
"3631","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55157","Ich dachte an all die Erzählungen , die ich in meiner Jugend über das Soldatenleben mit angehört hatte ; versetzte mich in die Zeit zurück , wo ich","zu","Hause während der Herbstmanöver den einquartierten Soldaten nachgelaufen war und meine helle Freude an der schmetternden Militärmusik gehabt hatte ."
"3632","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55171","» Ach du glaubst woll , du stehst noch","zu","Hause hinter der Tonbank und verkaufst Nudeln , was ?"
"3633","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55199","Da wurde dann manchem der Magen schief , der nicht regelmäßig seine Speckpakete von","zu","Hause bekam ."
"3634","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55220","Die meisten haben sich von","zu","Hause Zivilsachen schicken lassen , andere stolzieren mit aufgerollten Achselklappen in ihrer Extrauniform umher ."
"3635","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55267","Um das Maß voll zu machen , ordnete er auch den übrigen an , jeder , der des Abends zu Dorfe gehe - ganz gleich ob Knecht oder Deern - solle spätestens punkt 10 Uhr wieder","zu","Hause sein ; wer später käme , fände keinen Einlaß mehr und könne sehen , wo er die Nacht über bleibe ."
"3636","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55299","Schon um 3 Uhr morgens ging ich von","zu","Hause fort ; nach einem halbstündigen Fußmarsch war ich auf dem Felde ."
"3637","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55320","Man muß es gesehen haben , wie müde und abgespannt die Kleinen nach solcher Tagesleistung","zu","Hause ankommen , dann wird man nicht mehr von einem Segen , sondern nur noch von einem Frevel auch der ländlichen Kinderarbeit sprechen können ."
"3638","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55327","Es sei zwar 'ne Sünde und Schande , so auf gut Glück in die Welt ziehen zu müssen , denn jeder habe die Ecke lieb , wo er","zu","Hause sei ."
"3639","1911-12-31","Gebrauchsliteratur","Rehbein, Franz: Das Leben eines Landarbeiters. In: Simons, Oliver (Hg.) Deutsche Autobiographien 1690-1930, Berlin: Directmedia Publ. 2004 [1911], S. 55343","Die Nacht vorher hatte ich","zu","Hause geschlafen , denn da der Hof nur eine gute halbe Stunde von meiner Wohnung entfernt lag und wir am Sonnabend schon ausnahmsweise um 9 Uhr abends Feierabend machten , so benutzte ich die Gelegenheit , um mal nach meinen Lieben zu sehen ."
"3640","1911-12-31","Gebrauchsliteratur","Friedländer, Hugo: Das Dynamit-Attentat bei der Enthüllungsfeier des Niederwald-Denkmals. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1911], S. 1196","er habe außerdem eidlich bekundet : Rupsch , der bei ihm gewohnt , sei immer","zu","Hause gewesen , während er heute sage , er wisse nicht , ob Rupsch in den Nächten vom 26. bis 29. September 1883 zu Hause gewesen sei ."
"3641","1911-12-31","Gebrauchsliteratur","Friedländer, Hugo: Das Dynamit-Attentat bei der Enthüllungsfeier des Niederwald-Denkmals. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1911], S. 1196","er habe außerdem eidlich bekundet : Rupsch , der bei ihm gewohnt , sei immer zu Hause gewesen , während er heute sage , er wisse nicht , ob Rupsch in den Nächten vom 26. bis 29. September 1883","zu","Hause gewesen sei ."
"3642","1911-12-31","Gebrauchsliteratur","Friedländer, Hugo: Das Dynamit-Attentat bei der Enthüllungsfeier des Niederwald-Denkmals. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1911], S. 1247","Sie nimmt am frühen Morgen oder späten Abend , wenn sie die Leute","zu","Hause glaubt , Verhaftungen und Haussuchungen vor und stört dadurch aufs empfindlichste das Familienleben , denn alle diejenigen , die einmal einen derartigen Besuch erhalten , sind bei ihren Nachbarn und Freunden sofort für immer gekennzeichnet ."
"3643","1911-12-31","Gebrauchsliteratur","Friedländer, Hugo: Die Ermordung der achtjährigen Lucie Berlin. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1911], S. 1310","Berger will in der Nacht vom 8. zum 9. Juni nicht","zu","Hause gewesen sein ?"
"3644","1911-12-31","Gebrauchsliteratur","Friedländer, Hugo: Die Ermordung der achtjährigen Lucie Berlin. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1911], S. 1327","Wie lange Berger","zu","Hause geblieben sei , wisse sie nicht ."
"3645","1911-12-31","Gebrauchsliteratur","Friedländer, Hugo: Die Ermordung der achtjährigen Lucie Berlin. In: ders., Interessante Kriminal-Prozesse, Berlin: Directmedia Publ. 2001 [1911], S. 1340","Er habe im Seitenflügel des Hauses Ackerstraße 130 Nachforschungen gehalten , wer von den männlichen Bewohnern am 9. Juni zur kritischen Zeit","zu","Hause war ."
