"No.","Date","Genre","Bibl","ContextBefore","Hit","ContextAfter"
"1177","1959-12-31","Belletristik","Böll, Heinrich: Billard um halb zehn, Leipzig: Insel-Verl. 1961 [1959], S. 168","[...] Komm , leg deinen Kopf in meinen Schoß , steck dir eine Zigarre an , hier , die Kaffeetasse in Reichweite deiner Hände ; schließ die Augen ; Klappe runter , weg , den Kalender ausgelöscht , wir wollen die Litanei des Weißt du noch?abbeten , uns der Jahre erinnern , als wir draußen in Blessenfeld wohnten , wo es jeden Abend nach Feierabend roch , nach Volk , das sich in Fischbratküchen sättigte , an Reibekuchenbuden und Eiskarren ; selig , die mit den Fingern essen dürfen ; ich durfte es nie , solange ich","zu","Hause lebte ; du hast es mir erlaubt ; da dudelten die Drehorgeln , kreischten die Karussells , und ich roch es , hörte es , spürte es , daß nur die Vergänglichkeit Dauer hat ; du hattest mich aus diesem schrecklichen Haus erlöst , wo sie seit vierhundert Jahren hockten und vergebens sich zu befreien suchten ; an Sommerabenden saß ich oben auf dem Dachgarten , wenn sie unten im Garten saßen und Wein tranken : Herrenabende , Damenabende , und ich hörte im schrillen Lachen der Frauen , was ich im grölenden der Männer hörte : Verzweiflung ; wenn der Wein die [...]"
"1178","1959-12-31","Belletristik","Böll, Heinrich: Billard um halb zehn, Leipzig: Insel-Verl. 1961 [1959], S. 185","» Wir können schon kurz nach halb fünf in Kißlingen sein , dort Kaffee trinken und bequem bis sieben wieder","zu","Hause ."
"1179","1959-12-31","Belletristik","Böll, Heinrich: Billard um halb zehn, Leipzig: Insel-Verl. 1961 [1959], S. 254","Warum blieben sie nicht alle","zu","Hause ?"
"1180","1959-12-31","Belletristik","Strittmatter, Erwin: Pony Pedro, Berlin: Kinderbuchverl. 1959, S. 36","Fühlt er sich noch nicht","zu","Hause ?"
"1181","1959-12-31","Gebrauchsliteratur","Kühne, Heinz: Wir sammeln Briefmarken, Gütersloh u. a.: Bertelsmann Ratgeberverl. [1969] [1959], S. 168","Man kann die Sendung in aller Ruhe","zu","Hause betrachten , die gewünschten Marken auf ihre Qualität hin überprüfen und auswählen ."
"1182","1959-12-31","Gebrauchsliteratur","Zeiske, Wolfgang: Angle richtig!, Berlin: Sportverl. 1974 [1959], S. 56","Da die meisten Geschäfte auf einen solchen Tauglichkeitsversuch nicht eingerichtet sein dürften , behalte man sich das Umtauschrecht unbedingt vor und mache davon Gebrauch , wenn man","zu","Hause feststellt , daß ein Blinker , Spinner oder Wobbler nicht oder nur unregelmäßig arbeitet ."
"1183","1959-12-31","Gebrauchsliteratur","Zeiske, Wolfgang: Angle richtig!, Berlin: Sportverl. 1974 [1959], S. 192","Wenn es erst","zu","Hause geschieht , bewähren sich folgende "" Tricks "" :"
"1184","1959-12-22","Zeitung","Archiv der Gegenwart, Bd. 29, 22.12.1959","Wir brauchen dringend die Möglichkeit , in langfristiger friedlicher Aufbauarbeit","zu","Hause die Bedingung dafür zu schaffen , daß wir uns Schritt für Schritt aus dem gegenwärtigen Zustand der Rückständigkeit befreien ..."
"1185","1958-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1958. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1958], S. 670","Viele traurige Discussionen","zuhause","."
"1186","1958-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1958. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1958], S. 725","Seit Sonnabend Nacht","zuhause","; noch immer völlig erschöpft , arbeitsunfähig ."
"1187","1958-12-31","Zeitung","Alex-Spiegel, 1958, Nr. 12",""" Da ich","zu","Hause bin , koche ich für meine Kinder , wir fahren auch in den Ferien zu meinen Eltern aufs Land "" , sagt Frau Hübner ."
"1188","1958-12-31","Zeitung","Alex-Spiegel, 1958, Nr. 12","Wenn sie z. B. sehen , daß gerade wieder so ein armer Rentner den Inhalt seiner Tasche zeigen soll , werden die Kollegen vom AZKW beschimpft , und","zu","Hause erzählt man sich :"
"1189","1958-12-31","Gebrauchsliteratur","Wochenpost, 1958, Nr. 23","Kurzschrift , Maschineschreiben lernen Sie auch ohne Kursusbesuch bequem","zu","Hause ."
"1190","1958-12-31","Belletristik","Apitz, Bruno: Nackt unter Wölfen, Reinbek bei Hamburg: Rowohlt 1961 [1958], S. 23","« Sie waren wohl schon","zu","Hause , was ? »"
"1191","1958-12-31","Belletristik","Apitz, Bruno: Nackt unter Wölfen, Reinbek bei Hamburg: Rowohlt 1961 [1958], S. 180","Kluttig war","zu","Hause ."
"1192","1958-08-21","Zeitung","o. A.: ""SONDERGÄNGE ""? In: Forum, 21.08.1958, S. 2","Wissenschaft gedeiht immer dort , wo der Frieden","zu","Hause ist - deshalb haben auch viele westdeutsche Professoren den Besuch zu den Jenenser Feierlichkeiten zu- gesagt ."
"1193","1958-08-21","Zeitung","Hager, Kurt: Die Ausbildung nach dem V. Parteitag. In: Forum, 21.08.1958, S. 3","? Chemiker muß in der sozialistischen Industrie","zu","Hause sein"
"1194","1958-08-21","Zeitung","Hager, Kurt: Die Ausbildung nach dem V. Parteitag. In: Forum, 21.08.1958, S. 3","Der junge Chemiker , der in die Industrie , sagen wir , ins Leuna-Werk oder nach Bitterfeld geht , soll nicht nur ein guter Chemiker sein , er soll zugleich auch die Ökonomik und Planung des volkseigenen Betriebes gründlich kennen , so daß er sich im volkseigenen Betrieb","zu","Hause fühlt ."
"1195","1958-08-21","Zeitung","Kruss, Lothar: ALARM an der Ruhr. In: Forum, 21.08.1958, S. 4","Müßten dann die Kumpel in Senftenberg und Borna , in Bitterfeld und Halle","zu","Hause bleiben und auf ihren Lohn verzichten ?"
"1196","1958-08-14","Zeitung","Marscke, Klaus: ""Ich war nie von Arbeitern getrennt"". In: Forum, 14.08.1958, S. 4","Diese acht Wochen habe ich","zu","Hause im Betrieb gearbeitet , mal in der Gießgrube , mal auf der Ofenbühne , wie vor dem Studium ."
"1197","1958-08-14","Zeitung","Marscke, Klaus: ""Ich war nie von Arbeitern getrennt"". In: Forum, 14.08.1958, S. 4","Nach diesem Gespräch auf der Ofenbühne besuche ich Georg Süptitz","zu","Hause ."
"1198","1958-07-26","Zeitung","Archiv der Gegenwart, Bd. 28, 26.07.1958",""" Im Dienst -- nein ,","zu","Hause -- ja . """
"1199","1958-06-08","Zeitung","Berliner Zeitung, 08.06.1958","Als mich Peter das erste Mal","zu","Hause besuchte und ich ihm gerade Tee eingoß , nieste mein Nachbar laut und vernehmlich ."
"1200","1958-06-01","Zeitung","Wochenpost, 1958, Nr. 23","Er kann seinen Wunsch nach besserere Getränkeversorgung in der heißen Jahreszeit am besten dadurch stillen , daß er leere Flaschen nicht","zu","Hause einmottet oder für private Zwecke benutzt , sondern sie so schnell wie möglich wieder an die Verkaufsstelle zurückgibt ."
"1201","1957-12-31","Belletristik","Andersch, Alfred: Sansibar oder der letzte Grund, Olten: Walter 1957 [1957], S. 92","Früher war sowas möglich , dachte der Junge , wenn das stimmt , was in den alten Geschichten steht , damals konnte ein Junge , der es","zuhause","nicht mehr aushalten konnte , einfach weg ."
"1202","1957-12-31","Belletristik","Andersch, Alfred: Sansibar oder der letzte Grund, Olten: Walter 1957 [1957], S. 108","Es kam nie jemand auf den Speicher , die alte Gerberei stand seit Jahren zum Verkauf , aber niemand , interessierte sich dafür , und der Junge lebte seit dem Frühjahr hier oben , in jeder Stunde , die er von","zuhause","weg konnte ."
"1203","1957-12-31","Belletristik","Andersch, Alfred: Sansibar oder der letzte Grund, Olten: Walter 1957 [1957], S. 194","Und plötzlich kam ihm eine Erleuchtung , ich werd' mich als Politischen ausgeben , überlegte er , wenn wir drüben sind in Dänemark oder Schweden , wenn man 'n Politischer ist , wird man nicht zurückgeschickt , 'n Junge , der es","zu","Hause einfach nicht mehr aushält , darf nicht flüchten , aber 'n Politischer darf ."
"1204","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14472","Seinen Arbeitsplatz soll jeder ebenso ordentlich halten , wie er es","zu","Hause gewöhnt ist ."
"1205","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14473","Manche Männer glauben , während der Arbeit ihren Kolleginnen gegenüber einen Ton anschlagen zu können ( oder zu müssen ) , wie sie ihn","zu","Hause weder dulden noch selbst gebrauchen würden ."
"1206","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14541","Er wird in der Originaldose mit Toast oder auch - wenn man ihn","zu","Hause ißt - in einer Glasschale auf gestoßenem Eis serviert ."
"1207","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14541","Schnecken werden im Restaurant auf besonderen Porzellangeschirren ,","zu","Hause auf einem Teller angeboten ."
"1208","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14574","Sehr hübsch ist es , wenn innerhalb eines bestimmten Bekanntenkreises ein fester Tag ausgemacht ist , an dem man immer","zu","Hause und auf Gäste eingerichtet ist , beispielsweise der erste Freitag eines jeden Monats ."
"1209","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14618","KRANKENGESCHENKE - Geschenke für den Kranken","zu","Hause oder in der Klinik werden größtenteils auf Blumen , Erfrischungs- oder Stärkungsmittel , vielleicht auch Bücher beschränkt bleiben ."
"1210","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14626","» Ich weiß nicht ,","zu","Hause fühle ich mich am wohlsten . «"
"1211","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14626","Auf dem Heimweg wirst du nachdenklich und hältst es schließlich doch mit den Statistikern , nach deren Materialien sich der Mensch rund die Hälfte seines Lebens","zu","Hause aufhält ."
"1212","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14630","Es könnte ja sein , daß der eine oder andere Gast den eigenen","zu","Hause liegen ließ oder aber ihn im Moment nicht zur Hand hat ."
"1213","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14632","Der Sohn des Hauses , der vor seinen Arbeitskolleginnen nur mit blitzend geputzten Schuhen und mit Krawatte erscheint und hilfsbereit den Kavalier spielt , sollte","zu","Hause nicht stundenlang im Bademantel spazierengehen und auch die Kohleneimer nicht von seiner Mutter tragen lassen ."
"1214","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14636","Wozu Geld geben - man ist doch","zu","Hause , ist ihre sehr unüberlegte , jugendliche Meinung ."
"1215","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14657","Sie beauftragt ihren kleinen Sohn damit , die Tür zu öffnen und zu sagen , daß er ganz allein","zu","Hause wäre ."
"1216","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14680","Ist ein Einzelkind ständig","zu","Hause , sollten beide Elternteile darauf achten , daß es nicht immer am Rockzipfel der Mutter hängt , nicht abgesondert von anderen Kindern nur im Kreis von Erwachsenen aufwächst , sondern regelmäßig mit Altersgefährten Umgang hat ."
"1217","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14714","Eine Dame wird schon beim Weggehen","zu","Hause darauf achten , daß die Strumpfnähte gerade verlaufen und sich keine Laufmaschen am Bein hochschlängeln ."
"1218","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14714","Ein Herr , der Wert auf gepflegte Kleidung legt , wird weder","zu","Hause in Hosenträgern umherlaufen noch im Sommer ohne Jackett auf die Straße gehen ."
"1219","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14725","Doch","zu","Hause , am morgendlichen Frühstückstisch ?"
"1220","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14751","Schon , damit du dir hinterher bestätigen kannst , daß es","zu","Hause doch am schönsten ist , weil du dich dort ja benehmen kannst , wie du es willst , und nicht , wie andere es von dir erwarten ."
"1221","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14752","Sprich mit dem erschrockenen Radfahrer genauso vernünftig , wie du mit dir selbst reden würdest , wenn dir","zu","Hause ein Topf mit kochendem Wasser aus der Hand fällt , aber noch einmal alles gut gegangen ist ."
"1222","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14758","Hat der Herr allerdings mit einer seiner Arbeitskolleginnen die gleiche Wegstrecke , sollte er jederzeit ritterlich seinen Platz abgeben ; denn während er sich ,","zu","Hause angekommen , gewöhnlich ausruhen kann , beginnt ja für die meisten berufstätigen Frauen im Haushalt noch einmal ein halber Arbeitstag ."
"1223","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14784","Kommt man also absolut nicht damit zurecht , so ist es am besten , bei guten Vorbildern in die Schule zu gehen und","zu","Hause zu üben , wie sich die Arme dem Rhythmus der Vorwärtsbewegung am besten einordnen ."
"1224","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14798","Auch Gymnastikzirkel in der Betriebssportgemeinschaft , die meistens wöchentlich stattfinden , oder Übungen","zu","Hause nach Anweisungen , wie sie in Büchern oder oft genug in Zeitungen veröffentlicht werden , tragen zur Gesunderhaltung bei ."
"1225","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14836","Klappt es mit dem Vordrängeln nicht so recht , weil die anderen ihre » Eile « durchschauen , wird erst einmal mächtig geschimpft : auf die Verkäuferin , weil sie so langatmig wäre , dann auf die Käuferinnen vor ihr , daß sie sich","zu","Hause überlegen sollten , was sie haben wollen , schließlich und überhaupt auf das Einkaufen , das » heutzutage « gar keine Freude mehr mache ."
"1226","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14837","Wer hatte da eben gesagt , er hätte es sehr eilig , sein Kind wäre","zu","Hause ohne Aufsicht ?"
"1227","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14837","Und überhaupt , sie habe auch ein Kind","zu","Hause ohne Aufsicht ."
"1228","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14839","Wer von seinen Kunden gute Manieren verlangt , muß selbst im guten Ton","zu","Hause sein , ohne daß die Höflichkeit deswegen in Katzbuckelei auszuarten braucht ."
"1229","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14842","Du willst - und das mit Recht - eine Persönlichkeit sein , die ernst genommen wird :","zu","Hause von deiner Familie , im Betrieb von den Kollegen und im geselligen Beisammensein von den Freunden ."
"1230","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14872","Doch zuvor schließe alle deine Termine , Berechnungen , Zahlen oder Formeln , die zu deiner täglichen Arbeit gehören , für diese Zeit im Schreibtisch oder der Werkbank ein und laß die Sorgen und den anderen täglichen Kleinkram , der dich alltags bedrängt ,","zu","Hause zurück ."
"1231","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14884","Erzählungen von Flugabstürzen , Zusammenstößen in der Luft und anderen tollen Abenteuern mögen sich","zu","Hause in der Sesselecke sehr spannend anhören , im Flugzeug können sie etwas sensible Fluggäste an den Rand einer Ohnmacht bringen ."
"1232","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14912","Für das Hauptbuch in der Buchhaltung mag das verboten sein , für den Roman aus dem Bücherschrank","zu","Hause gilt dieses Verbot nicht , wenn man Randbemerkungen gern hat ."
"1233","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14956","Im Kapitel » Festlichkeiten « war schon die Rede davon , daß es sich","zu","Hause oft netter feiern läßt als in Gaststätten ."
"1234","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14960","Bei allem Frohsinn und gehöriger Ausgelassenheit , wie sie sowohl der Fasching in der Öffentlichkeit wie karnevalistische Feiern","zu","Hause mit sich bringen sollen , bleibt bestehen , daß man sich nicht gehenlassen darf ."
"1235","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14964","Von der Wohnung kann man also viel auf den Menschen schließen , der in ihr","zu","Hause ist ."
"1236","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14991","hatten Frau und Kinder","zu","Hause mit Entbehrungen jeglicher Art zu kämpfen ."
"1237","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 14998","- Du solltest im guten Ton doch nun schon so gut","zu","Hause sein , um zu wissen , daß alle Regeln auch ihre Ausnahmen kennen ."
"1238","1957-12-31","Gebrauchsliteratur","Smolka, Karl: Gutes Benehmen von A - Z. In: Zillig, Werner (Hg.) Gutes Benehmen, Berlin: Directmedia Publ. 2004 [1957], S. 15012","Wenn es aber","zu","Hause anders ist , warum müssen dann Gläser , Müll in allen Variationen und zerknülltes Papier die schöne Natur verunzieren und die Wanderroute kennzeichnen ?"
"1239","1957-12-31","Gebrauchsliteratur","Klemperer, Victor: [Tagebuch] 1957. In: ders., So sitze ich denn zwischen allen Stühlen, Berlin: Aufbau-Verl. 1999 [1957], S. 622","In diesen drei Tagen mehr als seit langem im alten Institutszimmer","zuhause","."
"1240","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 20","Des öfteren entschuldigte er sich auf die zweideutigste Weise , daß er , der bloße Ingenieur und Kaufmann , es überhaupt wage , sich in ein Gespräch zu mischen , das in den Gefilden","zu","Hause sei , über die seine Frau herrsche ; sie sei die Priesterin der Kunst , er baue nur die Kirche , weit übertrieben , mit der Kunst direkt habe er ja gar nichts zu tun , sondern bloß mit der Priesterin , deren Hausmeister oder doch Hausdiener er sich nennen dürfe ."
"1241","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 45","Ja , kein Zweifel , sie hatten es auf ihn abgesehen , rasch die Hände an der Hose abgewischt , ganz unauffällig , und das Lächeln ins Gesicht , er hatte ja","zu","Hause vor dem Spiegel ein Gesicht ausprobiert , das ihm passend schien für eine vornehmgesellige Veranstaltung , er hatte es so lange geübt , bis er es ohne Spiegel , nur nach den Spannungsempfindungen in den einzelnen Gesichtspartien , zustande gebracht hatte ; dieses Lächelgesicht stellte er jetzt her und sah den Herren entgegen ."
"1242","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 84","Dann wieder hinausschleichen , heimkommen und feststellen , daß man alles übertrieben hat , daß es sich","zu","Hause eigentlich ganz gut leben läßt ."
"1243","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 84","Alles wird ihm jetzt","zu","Hause so erscheinen , wie er es der anderen ins Ohr geflüstert hat ."
"1244","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 92","Ihr Vater , an der Universität ein herrischer Professor der Medizin ,","zu","Hause stets schwankend zwischen gereiztem Aufbegehren und fast weinerlicher Hilflosigkeit , hatte die Erziehung ganz der Mutter überlassen , einer Schwärmerin für religiöse Kunst , die die Villa gern zum Museum für Altarbilder gemacht hätte , die sich zeit ihres Lebens in übertrieben weite Gewänder gekleidet hatte und ihrer Tochter die Welt am liebsten für immer vorenthalten hätte ."
"1245","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 132","[...] Menschenkraft es vermag , dachte Alwin eifrig hinzu , denn er wollte nicht überheblich werden , er wollte sich nicht zu weit hinaufturnen in der Pyramide seines seligen Stolzes , nur so weit , als es erlaubt war ; nur nicht den Neid oder den Unwillen irgendwelcher Mächte herausfordern , weiß der Teufel , vielleicht gab es sogar einen Gott , dann hatte es der bestimmt auch nicht gerade gern , wenn da drunten einer gar so sehr auf seiner Kraft bestand ; das konnte den eventuellen Gott doch reizen , dem da drunten zu zeigen , wo die Kraft","zu","Hause ist , ja , es war schon besser , noch ein bißchen zurückzuhalten mit sich selbst , gab es Gott , dann war es sogar notwendig , gab es keinen , so schadete es auch nichts . [...]"
"1246","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 136","Er wollte ja keine der undemokratischen Tugenden der Adelsfamilie übernehmen ; warum aber sollte man die wirklichen Werte , die in diesen alten Familien","zu","Hause sind , die gewachsen sind durch die Jahrhunderte , warum sollte man die einfach ableugnen , warum sollte er ein Bilderstürmer sein wie irgendein farbenblinder Fanatiker ?"
"1247","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 147","Sie machte keinen Hehl daraus , daß es ihr gleichgültig sei , welche Partei Alwin benütze , um nach oben zu kommen , während er es vorgezogen hätte , auch","zu","Hause so zu sprechen wie er es in der Öffentlichkeit tun mußte ."
"1248","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 157","Ilse hatte","zu","Hause gesagt :"
"1249","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 171","Er könne jetzt noch nicht schlafen , sagte er , als sie","zu","Hause vorfuhren , Ilse möge bitte allein hinaufgehen ."
"1250","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 172","Atemlos kam er oben an , wurde so freudig wie noch nie empfangen , weil Vera glaubte , Alwin habe","zu","Hause endlich Schluß gemacht und komme nun für immer zu ihr ."
"1251","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 182","Hildegard war heute vor mir","zu","Hause ."
"1252","1957-12-31","Belletristik","Walser, Martin: Ehen in Philippsburg, Frankfurt a. M.: Suhrkamp 1997 [1957], S. 184","Nähen hat sie gelernt , und jetzt sitzt sie","zu","Hause , um den Haushalt zu machen für die riesige Familie ."
"1253","1957-12-31","Wissenschaft","Dahrendorf, Ralf: Soziale Klassen und Klassenkonflikt in der industriellen Gesellschaft, Stuttgart: Enke 1957, S. 9","Einkommen und Besitz sind Kriterien , die im Bereich der Distribution und Konsumtion","zu","Hause sind ."
"1254","1957-12-31","Gebrauchsliteratur","Dillenburger, Helmut: Das praktische Autobuch, Gütersloh: Bertelsmann 1965 [1957], S. 31","Wer ihn","zu","Hause vergißt , kann sich allein schon dadurch strafbar machen ."
"1255","1957-12-31","Gebrauchsliteratur","Dillenburger, Helmut: Das praktische Autobuch, Gütersloh: Bertelsmann 1965 [1957], S. 237","Wer dagegen in gebirgiger Gegend","zu","Hause ist oder vorwiegend schlechte Straßen zu befahren hat , wird das Viergang-Getriebe wählen ."
"1256","1957-12-31","Gebrauchsliteratur","Dillenburger, Helmut: Das praktische Autobuch, Gütersloh: Bertelsmann 1965 [1957], S. 366","da ist der Auto-Staubsauger ( für 6 oder 12 Volt ) , der nicht weniger kostet als ein Hausstaubsauger - und nicht viel mehr leistet als eine feste Bürste oder ein Handfeger , den mitzuführen ich übrigens jedem empfehlen möchte , der auf dem Dorf","zu","Hause ist ."
"1257","1957-12-31","Gebrauchsliteratur","Dillenburger, Helmut: Das praktische Autobuch, Gütersloh: Bertelsmann 1965 [1957], S. 398","Mit Sicherheit gerät man gerade dann in eine Straßenkontrolle , wenn die Brieftasche mit den Dokumenten","zu","Hause in der Garderobe hängt ..."
"1258","1957-12-31","Gebrauchsliteratur","Frisch, Karl von: Erinnerungen eines Biologen, Berlin: Springer 1957, S. 15","In den ersten Schuljahren erhielt ich in Wien Privatunterricht","zu","Hause ."
